Theta,Phi
0.060073592,2.670158677
0.06054123,1.207344392
0.060627708,1.751119086
0.060853335,3.005934984
0.06106389,4.32377956
0.061137038,0.819011474
0.06116054,5.833486866
0.061347497,4.550910546
0.062219319,2.577537115
0.062234776,3.115379916
0.06231741,5.21264603
0.06235559,3.8841063
0.06249487,5.09547074
0.06254393,4.142629699
0.062561655,1.335407097
0.062597822,5.12025837
0.062656291,0.304896976
0.06297512,2.141698167
0.063274416,1.15756836
0.063467586,3.703766101
0.06365704,6.1465781
0.06368515,3.843930192
0.063734454,3.929943159
0.06389654,3.222678825
0.063905262,4.558062714
0.063939137,1.01288277
0.064085325,3.029286682
0.064213532,3.354073655
0.064235472,4.846663396
0.064599944,6.018497347
0.064847649,6.267463464
0.06524865,3.05364243
0.06526858,4.325312336
0.06527248,5.99636837
0.06542362,2.6303502
0.065479118,1.092563516
0.065488146,2.702314751
0.06550729,0.84037198
0.065512843,3.27046278
0.065600831,4.415327155
0.06578272,0.07336146
0.0662312,0.85902549
0.06646162,3.0319122
0.06651906,4.28391154
0.067107415,2.13880861
0.067224387,3.101670125
0.067334856,0.464989826
0.06792819,1.558680185
0.068015086,1.151783852
0.068092198,0.314502386
0.06865873,4.77160084
0.0691342,5.37025124
0.069383867,3.107438407
0.06950821,1.57082392
0.069749875,0.078726553
0.069806067,1.483365172
0.069913983,2.96461057
0.07015486,4.45262178
0.070164769,2.582549019
0.070387078,4.302337941
0.070473899,4.511801389
0.070705095,5.901724591
0.071089153,4.74557161
0.07108983,0.915241264
0.071319481,2.467260665
0.071847336,5.188165027
0.072139709,5.551802786
0.07227831,3.19065484
0.072778634,2.374129916
0.073103435,4.558036212
0.073156284,4.101033156
0.07321571,5.61485166
0.07322752,5.5962819
0.073231884,0.265976173
0.07325401,5.79901924
0.07342694,6.10581917
0.073630213,3.399502779
0.07371189,4.71233989
0.074176632,0.601011692
0.074959412,3.608578526
0.07508332,3.09209009
0.07515794,0.02212645
0.075375841,0.816039022
0.075474799,5.400051986
0.075732008,4.00731555
0.075925147,6.105559352
0.07625526,3.35643148
0.076324304,6.16703926
0.076452799,4.073439293
0.076491136,4.033233982
0.076578527,0.686480783
0.077074349,3.860045436
0.077135411,0.63093282
0.077628449,1.226798365
0.077960539,5.75385657
0.078274954,1.677514655
0.07833076,5.557367093
0.07841243,3.29941486
0.078678273,2.750876582
0.079146301,0.369643493
0.079348084,0.192966624
0.0796097,3.10142308
0.079655516,2.845511214
0.07971959,1.22347922
0.079757809,4.686323775
0.079827122,5.790044648
0.079856459,1.227507358
0.08012906,4.41736038
0.080141227,5.697841549
0.080190737,1.242171461
0.080239477,2.009851314
0.080318999,3.448582317
0.08053164,3.98560366
0.080598617,2.763095072
0.08066618,1.954706622
0.080672094,1.864703775
0.080757288,4.034109713
0.080887221,0.414298722
0.080954533,1.515216855
0.081041085,5.973728154
0.081392607,0.393257099
0.081558725,3.735912585
0.08213089,4.03434589
0.08271181,1.41024375
0.082847193,0.926274783
0.083088482,3.299957573
0.08313157,0.40098977
0.08333016,0.12100878
0.08359946,3.275901935
0.08381582,5.81423804
0.08401413,0.525355431
0.084031249,3.83491485
0.084137227,3.719342437
0.08414126,3.68356138
0.08418126,0.86827719
0.084305492,5.194365198
0.08458123,2.362189571
0.084617957,0.924200474
0.08468929,0.05573724
0.085029007,5.962632759
0.085173383,0.396252913
0.085689668,2.220507645
0.08572921,2.37881683
0.085813299,1.799594082
0.086217528,4.010235874
0.08637782,1.51125476
0.086601255,6.098036097
0.087952418,2.909100718
0.087999766,3.822373825
0.088212362,0.617847215
0.088246775,5.145272503
0.08851125,2.05803426
0.088867074,5.175132688
0.089116853,0.190435838
0.089670114,4.662244536
0.08967463,3.293442051
0.089766597,0.564043014
0.089771166,3.944950137
0.08989826,5.42008735
0.090062281,3.786131465
0.09025616,6.25196307
0.090260425,0.112475109
0.090377638,1.411697925
0.090627014,3.365103958
0.090724774,6.00957393
0.090737711,1.410780607
0.091204594,0.763352998
0.091536286,6.048017678
0.091605219,4.405885963
0.091763506,2.240659686
0.091893716,3.162639208
0.092214639,5.05182849
0.092528509,3.155416005
0.092538004,1.005911066
0.09265567,3.14389438
0.092839126,4.131649821
0.092893157,5.100609736
0.093168458,1.054786512
0.09331523,4.28475226
0.09339281,2.301584113
0.093579017,4.497332493
0.093589373,6.241325742
0.093590005,0.046123367
0.093592076,5.667724628
0.094177945,5.951857959
0.094462717,6.105906451
0.095835398,0.740159514
0.0960736,3.658293059
0.096100408,0.208261046
0.096456338,5.238025279
0.096537035,4.42253704
0.0967275,6.09445758
0.096803396,3.234936006
0.096803865,0.36411175
0.09683286,5.0927551
0.097692854,2.552228409
0.097700044,2.390432315
0.09800639,1.10018498
0.098059252,2.143048334
0.098436909,5.332176003
0.098904379,3.605161582
0.098933763,0.416094123
0.099053523,2.784283423
0.099085437,2.980256471
0.09934244,3.23459881
0.099569517,4.834393523
0.09972994,0.93374232
0.10015624,3.819661922
0.10026208,4.37243955
0.100304598,5.42324108
0.10044893,3.961832652
0.100764937,0.295947712
0.101435417,2.675350532
0.101527813,5.185175496
0.101745538,2.255480656
0.10213518,3.4898063
0.1028151,5.22932971
0.102870251,5.518106961
0.103237397,0.881532904
0.103476208,4.622656399
0.10349992,1.450012075
0.10363154,2.201162589
0.10510272,0.17166381
0.105136907,4.11396104
0.105324247,2.663109788
0.105496985,0.791825373
0.105620597,1.328090654
0.10598139,4.20328157
0.106440678,3.554650352
0.106499695,2.080304448
0.106717476,0.959125528
0.10725101,5.99305748
0.107269573,0.163609525
0.10727639,0.89513779
0.107276433,1.688521012
0.107380093,3.146784117
0.107474495,6.062203951
0.107740107,1.091674567
0.10776837,0.08894136
0.107820688,5.266280377
0.107917544,4.313617215
0.1081302,1.97396666
0.10814915,1.356573155
0.10817662,2.80951824
0.108492056,5.384206057
0.108652292,1.1713442
0.108776972,3.175020671
0.108893752,5.56259506
0.108931879,3.267187762
0.109004064,5.041585486
0.10928988,1.97009352
0.109513808,1.319475407
0.109516827,3.223786178
0.109798469,3.359764015
0.109842292,1.469517608
0.110160114,0.27399813
0.110373669,0.836085561
0.110893946,3.767149565
0.111081748,3.080979153
0.111268729,0.715916282
0.11128253,1.29571625
0.111433776,1.673867763
0.111564952,1.310796732
0.11160651,2.248845963
0.111621968,4.737394017
0.111725869,5.533814878
0.11178471,0.70702432
0.11190177,0.23474588
0.112171375,5.70818173
0.112521538,5.267998136
0.112808177,2.13742841
0.112845706,4.689397782
0.11296175,4.885698967
0.112998632,5.486279671
0.11304658,1.32585413
0.113287235,2.563525689
0.113349209,3.205252067
0.113476094,4.16905623
0.113714998,1.927474862
0.114324761,5.27874026
0.1145029,6.174763852
0.11451032,2.31504853
0.11476706,1.092233197
0.114850544,5.365743894
0.115303637,2.982774839
0.115340466,2.270254252
0.115899538,6.134479214
0.115951233,1.501361825
0.115970558,5.255513442
0.115974008,1.032304033
0.116060615,4.788643802
0.116611586,3.822643684
0.116915512,0.781784129
0.116934106,2.699619331
0.117149196,2.021980512
0.117591759,5.573956802
0.117761774,1.417526043
0.11799812,4.445977515
0.11810756,1.06168194
0.11837183,2.77596675
0.118510649,0.745987468
0.118553196,3.183102174
0.118948474,5.761380615
0.119033916,1.567612646
0.119194544,4.839173117
0.11967088,3.54629364
0.119939317,3.726963293
0.1200764,0.47818457
0.120132186,3.258612489
0.120298212,4.165185538
0.120439597,3.110565169
0.12062021,2.5046835
0.120784933,1.208544946
0.12126537,4.57068618
0.121415999,0.624085862
0.12162175,2.4105755
0.121741529,0.291521314
0.12206699,3.70184064
0.122281474,0.27591126
0.122752165,5.651123933
0.123127653,5.763209659
0.12317438,2.58530648
0.123213017,1.382886052
0.12325431,0.94246207
0.123536098,1.064816452
0.123578208,2.290254133
0.123758078,1.051962655
0.12415978,2.90000353
0.124753216,0.314211681
0.124788994,0.979065187
0.124999943,5.598808056
0.125013583,3.695773788
0.125098198,5.747188069
0.125426697,2.750128617
0.1257731,5.16692373
0.125806371,4.31968219
0.125933768,5.508897915
0.12598852,2.53653474
0.126154819,4.754439964
0.12641903,0.85885292
0.12747286,2.5789318
0.127507919,2.794265087
0.127699679,3.543718888
0.127951427,4.82728877
0.127990027,3.862891706
0.128120504,4.515328292
0.128200288,6.185129373
0.128211138,1.749544828
0.128465685,4.714698595
0.128582728,2.746200577
0.128634439,3.312781934
0.128692257,0.335427047
0.12894164,3.18554273
0.12902425,1.72315155
0.12911554,3.62717772
0.129291867,5.411146539
0.129489848,0.905602278
0.129564058,2.496828635
0.129789697,0.114606922
0.12996662,5.03777428
0.130137623,5.072875979
0.13022824,5.30103875
0.130293844,4.899698834
0.130382845,0.216060266
0.130402059,3.867130998
0.13043479,0.17535121
0.130609835,3.040466558
0.130934129,3.123926592
0.131051919,2.817932913
0.131143421,0.894971302
0.13147259,1.760063757
0.131550428,5.057668636
0.132450611,0.269040527
0.13286338,0.138109123
0.132876237,2.560849274
0.13289136,4.79912488
0.13324015,3.10573112
0.133278698,1.009953089
0.13329078,4.56092373
0.133469649,1.965612209
0.13373021,5.0657821
0.133750024,5.601423949
0.13391102,2.46149115
0.133999547,1.545525468
0.134029752,4.244794204
0.134037479,1.407932266
0.1342483,4.46705669
0.13436878,6.26397482
0.13444696,2.09722977
0.134670642,0.395743149
0.134954692,3.689345124
0.135583589,5.80714314
0.135590539,2.050116387
0.135648424,3.89024851
0.135886552,1.567125633
0.135974089,4.311699694
0.136061766,2.192552626
0.137085056,3.46272736
0.13738884,4.161733181
0.137838104,1.4092599
0.137903335,3.058068775
0.138090514,3.083140945
0.138414479,5.297431299
0.138603701,1.020156938
0.139197435,3.35021972
0.13962925,4.25619394
0.140080994,3.489710503
0.140084345,1.001650456
0.140172237,1.997092684
0.14036508,5.11116135
0.140706397,5.341514412
0.140901003,5.006283886
0.141186297,2.03899924
0.14136976,2.86477387
0.141455176,0.548606964
0.141590072,2.619839818
0.141631622,1.257097071
0.141633517,4.506389982
0.141821143,5.591317594
0.14214301,2.223229784
0.142465745,3.033641067
0.142772027,1.321535744
0.143276867,0.956740974
0.143401802,4.824331647
0.143544596,5.693077727
0.143732717,5.247408912
0.143894652,4.357548724
0.143954611,5.525699749
0.144194971,3.939543588
0.14430493,2.73963422
0.14433361,4.13337945
0.144392935,4.029496329
0.144937336,0.055410859
0.145093579,2.808805368
0.145132835,0.37659552
0.1453519,1.18110248
0.145681639,5.283475802
0.145709281,3.647526776
0.14611919,6.112096173
0.146282839,0.615454108
0.146320369,1.783437961
0.14639806,0.406981275
0.146686032,0.382570928
0.14710312,1.904416703
0.147226008,0.66219537
0.147282442,3.378308211
0.147891579,2.105934032
0.148007177,0.716168461
0.148307694,5.039847069
0.14834564,5.546687238
0.149020458,5.171947784
0.149729143,2.654610019
0.149950173,0.166206945
0.149995335,0.608388612
0.150994576,2.191220391
0.15144939,4.67655741
0.151539568,4.253345715
0.151571127,1.136646851
0.15160423,5.376765686
0.151929389,1.671128912
0.152054022,4.324684637
0.15226111,2.51678904
0.152329767,6.265787071
0.152339892,5.1286955
0.153131813,0.961186276
0.153169308,0.225287414
0.15337858,5.05895393
0.153601263,5.554450337
0.15371822,5.18352713
0.153720377,2.030368557
0.154227706,2.806935808
0.15424983,0.24040065
0.155009627,5.774233337
0.155030997,2.540762544
0.15602941,4.99013425
0.156378048,0.862910267
0.156790962,4.933913988
0.156807067,1.069147544
0.156912455,1.153387115
0.156938189,1.543005182
0.156952598,2.42670339
0.157040891,1.380360662
0.157637842,0.273231986
0.157810395,5.028101532
0.158111965,3.80927962
0.158169995,2.744534116
0.158212216,0.948347635
0.158279887,4.883374976
0.158337615,6.145635215
0.15864367,5.989969132
0.15869605,3.03961067
0.158774861,1.955131656
0.158832867,3.420036452
0.158962076,2.392714239
0.159168071,3.685793422
0.1592286,5.14416006
0.159555565,4.169893591
0.159646958,2.068393876
0.15984753,5.77853913
0.160052687,2.687956098
0.160725973,3.818888649
0.161798725,2.593242888
0.16183063,0.344686433
0.162033806,3.293731059
0.162148586,4.253787405
0.16253553,3.24705285
0.16276588,4.24000835
0.162857722,5.702932747
0.162880742,0.7957498
0.162932447,2.082852953
0.162945853,1.957157898
0.16329986,6.17263119
0.16336047,2.561157692
0.16354629,5.42986749
0.164169814,4.813004879
0.164199631,5.599396821
0.164330728,6.202631644
0.164384116,4.076416691
0.164595037,4.413900802
0.164700173,4.151650973
0.16470761,1.36155515
0.165132695,4.73933695
0.165287602,2.44575991
0.16546746,5.30186195
0.165669189,6.155370208
0.16568963,2.35996647
0.165835852,4.472077267
0.165839387,3.283755819
0.16588872,4.82202728
0.16641212,5.99296947
0.166796324,3.826736025
0.166955285,1.484834297
0.167025663,2.403993963
0.167116787,3.708274994
0.167372962,2.693897354
0.167683897,5.726611714
0.167839121,3.842105055
0.167870095,0.956781216
0.1682062,0.11362731
0.168288916,6.226454764
0.168374751,5.690888843
0.168509912,2.381508192
0.169029371,2.331975615
0.169200015,4.855341231
0.169234357,3.555959886
0.169329183,2.103639496
0.169541154,4.468439129
0.170093162,5.29154263
0.170098405,5.613773181
0.1707099,1.09796699
0.170819865,4.718177737
0.170901296,3.681293543
0.17106188,1.45061673
0.171161873,3.769556402
0.171440276,1.507306856
0.171572348,0.052301303
0.17162969,5.596690712
0.17180032,6.01507278
0.171816522,1.182732335
0.172281586,6.27116532
0.172358814,4.787136368
0.172419971,4.050871709
0.172693743,3.037533604
0.172920597,1.556975729
0.17311789,2.74821045
0.173185121,4.445768041
0.1735103,5.59496367
0.17447183,4.075400608
0.174526637,1.210567601
0.174681135,5.100044184
0.17480939,2.74483157
0.174905582,1.59693017
0.175033821,2.871505111
0.175051335,4.795152821
0.17543641,5.669648438
0.175940768,2.65932502
0.175976791,2.105118777
0.176077159,4.732175573
0.176522049,6.258741319
0.17721324,3.7673705
0.177576977,5.858825773
0.177776796,3.032966809
0.177792345,0.49043659
0.1778928,2.45171245
0.178186667,2.315460923
0.179072363,3.794689212
0.179107712,0.085607107
0.179145513,1.968741715
0.179182471,4.502327754
0.179420635,6.10625794
0.17958996,1.6409283
0.179661745,2.986466423
0.179817499,5.778260557
0.179968842,4.958860258
0.180023908,3.667108748
0.180363138,2.241737097
0.180391382,1.613739172
0.180643923,2.992067727
0.180754315,4.757980314
0.18092939,1.180202969
0.18094643,3.548655833
0.181123893,4.647411549
0.181220807,5.647656813
0.181363621,4.788837941
0.181435019,2.288705267
0.181792701,4.514786492
0.181990269,2.278924073
0.182248615,5.892976609
0.18227036,4.34537654
0.18247749,4.80959396
0.182761587,0.935695191
0.183014737,3.737503006
0.183344815,3.54074361
0.183378915,4.829805081
0.184045904,4.134871274
0.184348836,2.424503453
0.18451579,3.98400354
0.184539193,2.167456624
0.184657752,5.139954399
0.184661543,1.767542347
0.184723553,1.496527807
0.184895801,5.561642493
0.184943686,6.021520254
0.185798017,4.083790605
0.185941921,3.183102539
0.186020557,4.008112074
0.186171579,5.406566118
0.18625774,3.04506709
0.186290733,4.947625739
0.18637938,5.58956602
0.186457777,2.300059583
0.186653463,1.395872182
0.18689435,3.556225155
0.187029463,4.313394882
0.187228608,4.053027174
0.187437383,2.258088245
0.187642923,1.35880024
0.187956546,3.818748446
0.188731113,5.782335412
0.189132623,5.070645579
0.189146151,5.94780402
0.18967805,3.42665595
0.190116078,5.136175981
0.190156505,4.689520721
0.19019305,1.20335051
0.19027293,4.97720182
0.190735871,3.711917419
0.190879902,5.271881261
0.191095959,4.032122576
0.191276552,4.512487344
0.191421869,3.454387176
0.191552835,1.959580743
0.191650032,4.273778693
0.19169683,5.14225985
0.19175805,6.25195074
0.191801493,1.172324157
0.191935468,3.39780364
0.191973498,5.430125818
0.192270225,4.520544233
0.19235476,2.73565619
0.193166756,3.525756936
0.19327838,2.423159628
0.19345778,2.82959333
0.193475,1.56679279
0.193584604,2.384588001
0.19359219,6.078242805
0.193858764,4.030756238
0.19389107,4.7491439
0.194129192,4.572339396
0.194773181,0.855649863
0.19498519,3.99998205
0.195065197,2.000153922
0.195065278,3.373970472
0.195302467,0.550250104
0.195444462,6.116631324
0.19562149,4.64203938
0.195970639,1.665274168
0.196068505,4.296304153
0.1964741,1.20133592
0.196504801,0.360102024
0.196815658,6.186866602
0.197064862,6.236203614
0.197251684,1.747465902
0.19735999,4.93612251
0.19761089,1.626292715
0.197622415,4.152908065
0.197823552,2.993479655
0.19873976,0.71418925
0.198821461,1.50850729
0.1989594,4.36754038
0.199024037,4.985112507
0.199100494,3.384070199
0.199439231,5.876867071
0.199546403,3.34108693
0.199684614,4.797808869
0.199729536,3.230554787
0.20020156,4.9156039
0.20035855,3.62828697
0.200736421,1.037633368
0.20118485,1.560102441
0.201386557,2.82315929
0.201673085,0.958032719
0.201744696,0.266784292
0.20182115,3.96889556
0.202136308,0.412997836
0.202152458,4.017933632
0.202537646,4.862211447
0.202684894,3.77955014
0.203357902,2.441021961
0.203390652,1.828387686
0.203627719,0.538840373
0.20422157,4.196096897
0.204601,6.052381137
0.2046611,3.58781984
0.20525238,2.982784368
0.20539067,1.6815334
0.205420058,3.083708416
0.205473724,0.895239504
0.20547616,5.744166387
0.205590065,3.837265759
0.206472372,4.791036225
0.206496936,5.935127828
0.20656218,3.65302476
0.207077611,5.475377194
0.207128432,0.299499546
0.207700775,2.198158825
0.208153628,4.07668268
0.208600928,4.832538755
0.208663482,0.117401376
0.208916951,4.863540037
0.209127572,2.995381197
0.209182665,0.962375736
0.20927269,2.59919185
0.209302282,0.958409363
0.209589481,0.002029863
0.209793553,4.248940052
0.20988564,1.64629097
0.210264186,0.317526586
0.210759921,2.769721203
0.210993949,5.591548578
0.211262989,0.489639685
0.211425049,0.147419144
0.211450083,4.654249875
0.21151293,2.276037207
0.211816794,4.916014682
0.212044382,0.046462258
0.212341525,2.274531079
0.212384613,4.873001419
0.212525908,2.534909439
0.21300727,6.24477453
0.213568409,0.317382114
0.213615026,1.297244855
0.21398985,1.20005161
0.214401715,6.018730001
0.214416152,3.226032414
0.214418937,4.676967433
0.215023811,4.747643752
0.215159697,1.364059726
0.21517949,1.87349267
0.215403599,0.269988588
0.215415017,3.201173516
0.215448112,2.98603126
0.215689193,6.20078896
0.21644573,1.077671886
0.216470946,2.880712202
0.216499825,2.051045839
0.216937993,5.626837191
0.21716173,4.89135926
0.217265158,0.695992964
0.218112397,0.983432836
0.218302625,4.501614989
0.218326,2.89294439
0.218629843,6.062239471
0.219087386,5.240307707
0.219228022,3.163168039
0.219379369,3.38885915
0.219687,4.439975145
0.21978483,1.838325257
0.219847152,1.88810366
0.219872169,0.264761054
0.219885261,2.541825435
0.220001772,4.661718807
0.220074354,2.058230024
0.22019908,4.339328787
0.220407898,2.154037102
0.220759795,5.354754774
0.2208022,0.01615441
0.220914413,5.133450171
0.221131767,1.20603858
0.221184453,2.415134497
0.221906549,2.814220735
0.221976648,2.883339479
0.222039214,0.559635641
0.222221788,4.424329851
0.222548819,0.370224374
0.22278083,0.342682322
0.222866336,1.868332192
0.223250703,5.926913222
0.223449497,0.352049599
0.223623788,6.165592038
0.22405046,3.38097651
0.224140166,0.738653079
0.22446751,5.976538093
0.224609786,1.891441492
0.22466611,3.01472981
0.224697135,3.86309027
0.224799108,3.610106723
0.224945076,1.272706186
0.22500744,5.399819639
0.225390189,1.90706291
0.22561139,3.06876691
0.225682038,0.253145028
0.225740011,3.367142155
0.226012053,5.695823489
0.22646449,4.71671706
0.227090521,4.015147644
0.227344509,5.848367205
0.22747649,3.88591478
0.22788308,2.73254053
0.22790995,5.23817034
0.228209828,5.564297084
0.22825015,3.11155174
0.228573796,0.28962769
0.228690128,1.380888879
0.228739331,0.676321392
0.22934892,1.1847362
0.229556486,5.482021229
0.230159619,5.435806242
0.230484023,2.580063066
0.23049352,1.10058172
0.230626024,4.381631962
0.230792815,0.686587067
0.231505588,0.84882506
0.231533894,4.01139128
0.231768165,4.036976183
0.231872168,1.691494032
0.231945863,3.495217575
0.232030879,1.917945373
0.232427488,4.808316578
0.232519104,1.162609505
0.232561375,3.818313109
0.232709785,5.99201223
0.232817912,3.703234137
0.232980672,2.825561351
0.2334083,0.57885796
0.233629452,4.463677469
0.23365448,5.77086143
0.23375122,2.72634364
0.233892829,0.802097768
0.233983307,1.943412391
0.233992036,6.104978311
0.23438418,1.48465697
0.234951079,0.783363869
0.235533015,4.840700848
0.235649738,1.668167613
0.235902791,3.176278313
0.235955426,4.989312036
0.23625901,2.66471188
0.236406125,5.419547486
0.23666781,3.22279224
0.236694951,5.19187967
0.236756993,2.377394405
0.23692136,4.644277711
0.237413247,3.132512918
0.23741606,0.41994225
0.23744029,1.78531914
0.237460589,2.979575718
0.237698806,3.907607637
0.238042417,4.874664604
0.23855828,3.39728864
0.238946541,0.030213598
0.239477124,3.548646781
